daysOfTraining,refToMaterials,averageScore,numOfIntermediateClasses,final_result_-1_0_1
16,32,71.60157015,2,1
14,24,38.4902604,2,1
41,33,68.79177698,5,-1
7,30,40.8375022,1,1
34,44,92.25466855,3,-1
40,66,65.05270073,5,-1
38,101,82.23515922,4,-1
45,63,82.39744339,5,-1
43,73,69.06216917,3,-1
49,65,85.97886954,5,-1
18,47,49.49786261,1,0
51,71,80.79514085,4,-1
10,35,64.45512485,0,1
11,38,46.37721428,0,1
29,45,45.386137,2,1
40,31,76.51649006,5,-1
19,35,41.67710111,1,1
23,35,52.39150057,1,1
43,49,95.58061005,5,-1
20,24,45.69679527,2,1
25,11,38.11408848,1,1
41,12,64.4865161,5,-1
45,46,79.39233142,4,-1
29,23,51.12415247,1,1
37,67,94.80701427,3,-1
0,25,48.27139668,0,1
43,44,74.81598713,3,-1
44,37,80.77627942,4,-1
12,21,30.60320974,1,1
13,27,55.26258806,2,1
22,13,13.59687734,1,1
32,47,82.6259209,4,-1
18,28,43.4974626,1,1
40,49,93.37099037,3,-1
55,75,64.95312403,5,-1
44,65,75.82991443,4,-1
9,34,8.64724372,1,1
26,18,39.86783579,2,1
30,58,86.32562729,4,-1
24,53,37.59470948,2,1
27,33,39.39143866,1,1
48,60,95.73918225,5,-1
34,50,83.49291912,4,-1
7,33,55.86510408,2,1
31,34,31.15653225,2,1
23,56,67.85539265,3,-1
47,81,86.4203709,4,-1
10,33,36.43189999,1,1
35,48,77.59365076,5,-1
34,72,87.44560444,4,-1
14,32,57.74167414,1,1
29,32,28.89845005,1,1
24,24,59.18706559,0,1
13,36,14.43852788,2,1
19,35,25.48309356,2,1
54,59,89.52787045,3,-1
35,55,76.65197394,4,-1
17,19,26.03033794,0,1
27,28,32.61222452,0,1
30,70,56.46283534,4,-1
36,79,73.332954,3,-1
8,32,75.81173928,1,1
17,41,49.04242747,2,1
18,24,41.81236624,1,1
26,16,44.73242498,2,1
26,28,43.90602344,2,1
3,40,27.25476158,1,1
0,30,26.17687164,2,1
23,39,79.34389813,1,1
40,56,76.18492134,3,-1
22,59,71.51134972,3,-1
19,34,49.67939725,0,1
29,63,78.67124614,3,-1
35,66,83.52547049,4,-1
41,63,67.7758851,5,-1
14,28,45.46792634,2,1
36,66,74.78784897,5,-1
37,54,89.71358908,4,-1
17,32,27.77066002,1,1
28,43,54.18885251,2,1
26,20,61.23930323,2,1
27,82,70.2199753,4,-1
61,63,73.97541889,4,-1
16,38,27.07809414,0,1
49,70,83.20734188,4,-1
18,32,52.3299433,2,1
30,65,76.85669052,5,-1
47,69,71.45430818,5,-1
57,76,81.39651549,5,-1
29,8,65.08066946,1,1
42,62,76.02555547,3,-1
47,61,89.80391078,5,-1
19,31,61.48354258,2,1
32,63,77.25121415,5,-1
26,45,95.54855633,4,-1
12,15,34.86209583,2,1
16,36,43.9566254,2,1
26,31,68.57602756,5,-1
16,19,31.85450169,1,1
34,78,81.88694683,5,-1
19,32,50.25204944,2,1
35,35,70.35870176,2,1
37,36,65.13939382,3,-1
11,31,52.00148511,1,1
18,46,67.54215589,0,1
25,43,45.77205872,2,1
51,52,70.79648306,4,-1
10,22,45.89149497,1,1
27,70,85.4549583,3,-1
18,61,83.40396681,4,-1
29,61,77.38719382,3,-1
38,19,65.34890706,1,1
13,25,28.19941488,1,1
45,63,70.09064802,5,-1
17,29,56.83784448,2,1
55,72,80.71754718,4,-1
16,23,65.08524151,1,1
38,60,75.79990639,3,-1
27,12,46.13309103,0,1
28,40,41.65332379,0,1
46,31,83.42057242,4,-1
50,55,68.26291506,3,-1
37,18,17.12984912,2,1
11,26,30.92578921,2,1
10,21,50.46450498,2,1
31,45,82.17722252,5,-1
40,50,82.60578461,4,-1
41,20,25.40460498,0,1
35,58,66.18053414,3,-1
47,54,72.37721134,3,-1
45,58,73.51659966,4,-1
34,56,55.49789618,4,-1
45,47,77.96250622,4,-1
30,68,95.32696716,3,-1
42,14,67.7088274,3,-1
30,73,66.67611565,3,-1
35,58,78.15410975,3,-1
22,21,56.32756972,2,1
13,25,36.00465331,0,1
9,30,55.92380188,1,1
17,20,44.63899651,2,1
15,26,77.21805086,0,1
29,57,80.97511945,5,-1
39,71,75.28979608,3,-1
31,61,73.84701389,5,-1
54,46,72.98347061,4,-1
48,38,71.06893349,3,-1
33,68,75.27725533,5,-1
49,45,74.53645693,4,-1
9,36,47.53147946,1,1
1,52,55.50688507,1,1
6,32,36.80489738,0,1
17,22,44.57875744,2,1
5,38,43.61124517,0,1
15,30,36.21382384,1,1
18,39,67.31742449,0,1
41,41,63.56478117,5,-1
45,73,84.09776813,3,-1
10,16,64.45065114,2,1
30,13,58.55970167,0,1
25,27,47.69779097,2,1
18,39,41.41687058,1,1
18,18,58.86807124,2,1
20,15,30.52293093,0,1
12,43,58.30331057,2,1
46,21,75.58652106,5,-1
24,11,20.24107316,1,1
48,75,82.36904394,3,-1
19,28,61.32473831,2,1
27,38,75.9953796,2,1
43,41,76.47749902,3,-1
26,30,40.29670553,2,1
12,28,49.07349243,2,1
49,50,90.32243668,3,-1
0,37,14.32617957,1,1
22,36,28.74269315,1,1
44,52,79.14373448,3,-1
36,68,84.7687736,3,-1
30,21,62.15158143,0,1
36,47,51.76098019,2,1
20,38,51.92403565,1,1
9,43,51.33200911,0,1
23,26,40.25248385,1,1
43,67,76.53043029,3,-1
22,43,41.06283708,0,1
20,19,29.3468327,0,1
38,50,64.01064796,3,-1
26,32,84.29911682,2,1
33,50,63.40128592,4,-1
27,39,30.02168743,0,1
27,81,70.58148747,3,-1
50,46,67.13761165,4,-1
40,26,80.07342154,5,-1
25,62,81.09632665,3,-1
13,38,46.12984738,1,1
17,25,25.25452164,1,1
42,58,98.43408367,5,-1
46,76,69.11098512,3,-1
30,39,38.06789829,0,1
27,82,74.65549524,4,-1
11,46,59.32030429,0,1
23,54,83.80464058,3,-1
59,71,70.7406781,5,-1
27,34,36.60670394,0,1
46,74,61.76677342,4,-1
37,58,92.24602298,5,-1
4,26,47.1402502,2,1
6,26,28.84448988,0,1
22,23,64.31073145,1,1
11,10,43.60143294,1,1
47,71,71.80162556,5,-1
49,56,75.42854776,4,-1
14,25,19.24897483,0,1
34,39,80.50635771,4,-1
67,58,73.12651798,5,-1
30,69,87.07737815,3,-1
53,87,67.75694594,5,-1
21,17,34.11257174,2,1
7,31,54.30707252,0,1
46,46,64.67927,4,-1
24,30,32.28136841,2,1
31,60,70.6974521,4,-1
23,24,48.25508728,1,1
22,31,62.34624719,0,1
28,28,35.48001191,2,1
24,24,53.95104371,0,1
56,70,65.23256436,4,-1
15,28,57.57857437,2,1
51,67,70.07651669,3,-1
39,68,81.88019716,5,-1
30,35,45.15946242,1,1
29,38,48.76261679,1,1
20,34,60.72995937,1,1
55,67,83.03649769,3,-1
28,70,88.67166756,5,-1
23,19,52.7401526,1,1
26,16,28.5519871,0,1
45,30,61.77338058,3,-1
16,44,41.36096281,1,1
30,14,42.92627743,0,1
22,8,37.93034959,2,1
54,56,83.8622055,5,-1
24,39,41.69150697,1,1
28,63,95.38790896,3,-1
21,20,54.84011562,0,1
31,27,29.10364448,0,1
46,54,77.72063448,4,-1
13,31,39.51593467,2,1
24,54,64.64404992,5,-1
19,29,52.46294346,2,1
58,59,77.78909041,3,-1
20,36,50.37263018,1,1
33,44,87.22828181,4,-1
16,35,65.87529731,0,1
48,54,60.5527177,5,-1
54,62,65.85045136,5,-1
42,56,72.31374472,3,-1
16,39,75.13481571,0,0
34,49,63.91031739,5,-1
24,38,7.986340356,1,1
7,31,39.87305779,1,1
18,38,33.19897068,1,1
5,38,43.5413278,2,1
15,31,38.98517334,2,1
28,34,54.61339226,1,1
7,24,37.49881618,1,1
43,84,81.06147029,5,-1
53,73,80.27236622,3,-1
23,79,63.68747241,4,-1
39,52,79.71404486,5,-1
41,75,64.48582582,4,-1
18,44,30.75844285,2,1
30,34,38.20754487,0,1
37,23,75.73538865,3,-1
39,75,71.01771923,4,-1
11,20,32.94577013,1,1
13,30,33.47683137,0,1
43,76,78.83765127,5,-1
46,43,18.33357498,1,1
48,35,79.85098462,3,-1
43,71,80.9067544,4,-1
44,57,65.4962882,4,-1
9,20,67.89413733,2,1
40,71,68.08226717,4,-1
11,26,28.1083646,0,1
53,46,73.42480693,3,-1
40,60,92.11025797,5,-1
42,60,72.36782455,4,-1
31,34,68.40655786,4,-1
50,53,59.67252032,4,-1
53,50,83.72028626,4,-1
19,34,40.65987728,1,1
0,36,53.78625052,0,1
21,35,33.97305101,2,1
15,28,52.80362988,1,1
22,22,43.59041845,2,1
79,78,84.08303395,5,-1
51,61,85.53589156,3,-1
31,30,71.35416993,0,0
18,42,53.83065963,0,1
12,47,37.59462863,1,1
43,77,64.98164967,3,-1
39,50,66.43791454,5,-1
38,41,85.77582967,4,-1
18,30,51.87577718,0,1
18,28,30.29416505,0,1
7,20,27.26910464,2,1
61,53,65.84581053,4,-1
40,47,75.76176024,4,-1
15,29,49.87495206,1,1
41,76,64.26980153,3,-1
22,11,68.78955307,2,1
27,41,33.71463358,2,1
50,66,62.36432372,3,-1
51,83,59.22422419,5,-1
30,40,63.13924604,4,-1
21,39,54.18589673,1,1
25,72,69.6245354,4,-1
31,45,71.0077032,3,-1
33,65,76.87473304,3,-1
26,19,48.74013372,2,1
16,26,58.11937297,1,1
38,40,70.22410346,2,0
32,82,90.99681337,3,-1
35,37,69.92844334,5,-1
30,33,36.71964324,1,1
22,30,36.33301202,1,1
42,63,70.30606741,4,-1
19,41,29.12323517,0,1
19,80,50.1641894,5,-1
24,50,35.32038004,0,1
44,73,88.75568448,4,-1
59,45,79.5529416,4,-1
19,25,50.25480618,1,1
13,28,57.80840259,1,1
35,62,82.424377,3,-1
18,42,26.96722188,2,1
48,60,79.89215639,4,-1
7,26,49.84006238,2,1
27,63,59.70854025,3,-1
18,30,42.29951611,2,1
29,63,69.78404715,3,-1
16,29,23.57237462,2,1
40,68,78.34882873,5,-1
20,28,26.96060621,2,1
26,31,41.12150133,1,1
9,71,80.94500838,4,-1
45,37,72.1132668,3,-1
44,76,76.82362326,3,-1
47,58,82.29637127,4,-1
36,44,78.48003777,5,-1
35,17,33.58524792,1,1
27,50,82.48463315,4,-1
12,46,42.16187712,2,1
35,55,79.97646461,3,-1
33,44,76.4577947,4,-1
16,21,41.72201454,2,1
55,90,71.82377121,5,-1
28,41,50.60469181,1,1
31,68,81.03102552,3,-1
40,75,71.97863475,4,-1
44,63,65.2440104,4,-1
37,57,83.17697929,5,-1
35,72,72.24577009,4,-1
20,20,65.10989042,1,1
13,32,18.26473076,0,1
19,50,51.14955339,0,1
45,54,83.58623578,3,-1
32,49,70.19137501,5,-1
21,34,30.43975726,0,1
23,16,34.70365311,2,1
38,74,100,5,-1
21,37,31.16177137,2,1
50,74,71.2575408,5,-1
41,71,92.17667669,3,-1
51,55,76.98744325,3,-1
31,74,83.28160663,3,-1
53,38,66.62198177,5,-1
14,20,34.1816226,0,1
34,86,80.3703254,5,-1
26,64,72.66737864,3,-1
59,60,55.17036838,3,-1
14,35,25.98326413,2,1
54,33,76.75024021,5,-1
12,27,54.15137028,0,1
16,30,64.62881941,2,1
43,79,68.26075055,5,-1
56,61,86.00241393,3,-1
32,63,76.73920499,5,-1
43,44,72.58666093,3,-1
27,30,80.15724547,3,-1
30,19,51.41004879,2,1
26,21,44.98526879,1,1
35,63,65.73920544,4,-1
14,60,72.72760413,4,-1
41,54,59.41570155,4,-1
23,22,47.18525546,0,1
21,45,43.87396566,1,1
18,29,82.54917842,2,1
39,77,79.21214544,3,-1
19,28,49.50321254,1,1
30,76,72.78797632,5,-1
32,52,82.23092779,3,-1
33,62,66.84638308,3,-1
29,41,65.30513372,2,1
25,45,75.37968413,4,-1
34,69,81.76867253,5,-1
31,57,72.45125139,3,-1
40,96,78.37726986,5,-1
31,88,81.74431502,4,-1
14,30,73.52641047,1,1
15,39,36.0424115,1,1
37,86,73.21524596,3,-1
41,96,81.94820542,4,-1
11,34,29.33248404,0,1
28,38,85.20591825,3,-1
20,50,82.51343594,5,-1
13,27,66.24125553,0,1
20,79,81.12792615,3,-1
42,21,91.24688594,4,-1
36,44,63.81259735,3,-1
13,18,27.77661379,1,1
13,12,44.34735719,1,1
14,27,46.50144676,1,1
21,50,90.11915411,3,-1
16,28,48.15809673,0,1
20,27,51.14217497,1,1
10,24,39.40534765,2,1
20,26,40.64018838,1,0
28,28,61.31173357,0,1
44,54,62.40470326,5,-1
17,59,81.24150232,3,-1
39,52,75.03504112,4,-1
27,15,36.68757573,0,1
13,13,20.13816878,0,1
47,73,66.5996462,4,-1
49,57,86.87990676,4,-1
32,28,64.39709933,1,1
43,44,80.09743295,4,-1
27,78,54.45449075,4,-1
19,32,48.72229073,2,1
43,68,79.42048974,4,-1
19,47,58.12767796,4,-1
40,93,68.81430875,3,-1
31,83,76.20445479,3,-1
60,94,72.80190748,3,-1
23,27,66.86497777,0,1
26,39,63.94607603,1,1
27,53,83.53522134,4,-1
51,65,68.28641781,4,-1
14,44,39.3272504,2,1
21,44,47.34912214,2,1
15,29,56.34517672,1,1
16,27,53.05088193,1,1
43,48,66.97772818,4,-1
17,34,48.47818147,2,1
49,40,42.01828279,4,-1
46,53,80.9197823,4,-1
42,72,84.0826289,5,-1
31,52,55.59930217,5,-1
40,61,65.8157561,5,-1
25,38,48.29811995,2,1
49,32,73.49689767,4,-1
44,64,81.63449939,3,-1
29,28,60.15654297,2,1
23,17,40.38110541,1,1
26,39,27.50766708,2,1
34,19,27.28567173,1,1
41,52,73.85619081,3,-1
43,45,69.46936291,3,-1
45,62,78.63369656,4,-1
26,28,83.03442836,5,-1
33,49,65.13453493,4,-1
20,43,68.45727314,4,-1
43,64,57.3214973,4,-1
30,58,70.11602661,4,-1
61,66,83.98558952,3,-1
21,36,49.99628767,0,1
13,23,56.92111684,0,1
4,37,64.52361917,1,1
47,59,65.06327281,4,-1
53,56,69.55387115,4,-1
28,34,22.91734029,1,1
32,39,68.88557255,4,-1
6,26,53.49227362,0,1
40,42,68.27216364,4,-1
4,77,66.12485571,5,-1
59,60,76.89954005,5,-1
13,11,21.49203942,0,1
18,38,29.4105753,1,1
40,64,59.14974935,5,-1
24,29,69.60999731,4,-1
37,43,30.5168256,0,1
16,35,30.7139873,2,1
31,37,67.0068011,2,1
17,29,32.96768888,1,1
21,72,64.33955716,5,-1
6,17,46.30381402,2,1
27,30,48.7346712,2,1
25,37,65.58618838,3,-1
25,25,53.78916813,2,1
13,31,42.11835746,1,1
23,26,51.27511233,0,1
18,34,48.8169215,0,1
36,62,84.33987966,3,-1
54,54,80.05827326,3,-1
23,31,27.75853191,2,1
42,43,67.46866766,5,-1
19,36,45.01447791,1,1
19,30,49.68778008,1,1
39,56,76.44898523,4,-1
19,57,78.33575185,3,-1
32,58,50.65557088,4,-1
18,20,26.57048275,0,1
19,28,54.03518648,1,1
20,40,41.54564649,0,0
47,61,80.62200829,5,-1
37,51,67.93080076,5,-1
18,21,41.27339642,0,1
48,50,90.04690389,4,-1
41,47,79.25839142,5,-1
29,17,40.11438378,1,1
29,51,88.13778885,3,-1
7,26,97.89039292,1,1
28,39,53.30963877,2,1
27,18,42.59375247,1,1
44,78,68.4353167,4,-1
35,96,68.83884179,3,-1
43,64,82.20792638,5,-1
51,20,82.5165177,3,-1
17,53,56.45606865,0,1
0,31,25.17507527,1,1
43,79,79.30696481,4,-1
29,48,74.722497,5,-1
41,57,76.28026456,3,-1
32,36,62.31618259,4,-1
29,58,69.77223115,4,-1
39,62,61.79288998,4,-1
27,36,61.52346651,2,1
39,69,88.01895986,5,-1
30,31,21.04301426,2,1
38,58,83.19951057,3,-1
12,34,46.66460139,0,1
24,12,35.39086268,2,1
43,62,80.31998012,4,-1
43,57,95.20240316,5,-1
33,54,83.99695855,5,-1
9,30,46.99511771,0,1
2,41,38.45754996,1,1
28,69,92.87402698,5,-1
27,19,63.81910473,0,1
27,36,42.93286432,1,1
40,29,39.36643997,2,1
50,77,74.98447988,3,-1
45,71,86.63986076,3,-1
22,34,51.26825999,1,1
17,24,65.70156054,2,1
24,20,39.47588085,0,1
33,39,75.71566043,5,-1
29,16,24.23316547,2,1
33,55,65.38176918,3,-1
18,56,30.76043301,0,1
36,71,64.58331597,4,-1
27,49,16.39112304,2,1
4,23,49.42612527,1,1
41,62,92.2937338,5,-1
12,35,40.17897202,2,1
11,46,9.571924724,1,1
29,62,66.4389036,4,-1
22,19,37.08684331,1,1
29,70,72.98905498,5,-1
44,78,79.55460527,3,-1
47,57,69.52764901,3,-1
16,37,42.11882546,1,1
46,73,77.93440021,4,-1
49,43,77.11430117,3,-1
42,55,70.7513133,4,-1
18,74,81.90490697,4,-1
54,87,80.62201257,3,-1
10,29,35.79128239,2,1
39,79,84.56447209,4,-1
33,48,92.35949313,5,-1
46,49,56.830611,4,-1
28,26,21.78830191,2,1
23,12,33.83498878,1,1
36,68,63.63646137,4,-1
30,4,42.68805422,0,1
45,63,61.5257449,4,-1
21,29,52.10328495,0,1
19,50,70.09207945,5,-1
28,79,62.03297129,3,-1
22,42,45.017006,0,1
17,26,42.76215861,1,1
10,87,93.6787418,5,-1
25,24,35.95525108,1,1
45,79,85.85410343,5,-1
14,55,56.67867065,1,1
39,82,89.04798243,3,-1
17,32,38.53909776,2,1
26,61,70.00364426,5,-1
62,42,84.81000504,4,-1
22,41,30.41064203,1,1
39,55,69.79590044,3,-1
39,56,77.98844369,3,-1
45,54,85.20536209,3,-1
47,65,80.89614038,4,-1
19,28,38.62415109,2,1
16,15,16.0225643,2,1
15,21,54.45358258,1,1
52,78,65.92535045,3,-1
21,35,19.57564736,1,1
29,28,62.88604534,2,1
12,36,26.96224226,2,1
4,25,29.27901788,1,1
50,49,80.1833608,5,-1
17,31,27.19792021,1,1
35,26,77.63643247,1,1
27,60,78.99683449,5,-1
27,37,94.90125771,2,0
12,23,51.83867243,0,1
19,34,50.19020295,1,1
7,31,39.15862332,1,1
11,24,39.76813539,1,1
15,27,30.29673174,2,1
26,43,64.62051267,1,1
45,62,81.90390304,4,-1
16,37,32.93804106,1,1
9,15,49.74775695,1,1
28,28,19.68652294,2,1
7,41,63.99785506,2,1
48,49,69.03908761,5,-1
55,69,69.39205929,4,-1
29,59,64.42944757,5,-1
57,97,78.09500203,3,-1
59,77,92.84958637,4,-1
13,43,57.06958851,2,1
11,35,43.55129536,1,1
44,73,72.29272398,3,-1
60,98,78.31838612,5,-1
29,26,67.37157929,1,1
29,47,47.50946567,2,1
33,52,63.45058251,3,-1
44,53,75.65816638,4,-1
41,67,70.38371443,4,-1
36,41,83.12414306,5,-1
28,68,77.35318044,3,-1
21,74,82.89293219,3,-1
40,42,61.82854033,3,-1
17,22,44.48775749,2,1
16,39,36.81274442,0,1
42,59,94.22248189,3,-1
27,24,27.19565477,0,1
24,29,53.74512123,2,1
37,61,75.12464065,5,-1
9,41,46.83764389,0,1
46,57,75.4428187,5,-1
13,31,30.01295687,0,1
64,47,70.00761139,3,-1
44,50,77.05644714,4,-1
64,69,71.8814784,3,-1
56,52,73.96190601,5,-1
32,36,70.52340227,2,1
46,73,80.18489242,4,-1
34,41,57.2792598,3,-1
20,40,41.34100601,2,1
53,68,72.65541478,5,-1
29,56,62.02067327,5,-1
40,70,86.56750839,3,-1
38,66,70.67989873,5,-1
11,12,46.01383874,0,1
18,40,34.70514262,2,1
17,31,37.40730427,0,1
47,57,77.60800497,4,-1
16,25,40.71783416,2,1
39,50,76.83003274,3,-1
20,27,46.73359073,1,1
15,19,39.85923718,1,1
50,58,78.85613332,5,-1
9,18,63.4236894,0,1
24,53,58.20347079,3,-1
44,80,84.88777099,4,-1
23,36,31.41387644,0,1
13,14,46.42577959,0,1
21,50,58.92655426,0,1
34,75,71.4440722,4,-1
33,26,62.82397548,1,1
24,30,26.33277505,0,1
32,53,83.19653051,5,-1
32,56,80.96418543,5,-1
13,25,34.12126114,2,1
57,58,75.07145951,5,-1
16,26,36.59847861,1,1
12,18,65.46722488,1,1
51,35,57.04282609,5,-1
24,40,26.5601085,2,1
38,64,58.16490108,5,-1
19,23,32.05079213,0,1
7,27,55.83176241,0,1
13,34,42.66363214,1,1
41,55,79.53692835,3,-1
22,38,46.92334842,0,1
49,61,73.55546167,5,-1
4,31,57.51408136,2,1
41,41,73.60755209,3,-1
25,37,65.6644212,1,1
23,26,38.71560375,2,1
31,29,44.34003294,1,1
36,39,50.43969956,0,1
19,27,50.69062158,0,1
38,78,60.57624697,5,-1
35,85,72.21730001,5,-1
36,85,69.61617209,5,-1
18,39,72.31482633,0,1
55,64,72.96452389,5,-1
39,59,81.27646758,4,-1
29,28,48.07064746,1,1
18,31,53.58028187,2,1
8,30,56.86030788,1,1
42,55,78.33040078,3,-1
46,40,71.2008123,4,-1
25,54,76.26886963,5,-1
23,47,32.19727067,1,1
26,29,50.50058394,1,1
46,65,78.46134635,3,-1
52,52,69.17815207,5,-1
21,40,59.31080468,2,1
8,27,52.61761577,2,1
24,24,43.15625504,1,1
35,46,76.74058998,4,-1
33,60,76.25156276,5,-1
38,39,39.33022693,0,1
15,30,44.88910666,2,1
67,50,81.81013071,5,-1
24,33,24.47791883,1,1
35,31,71.73234782,1,1
39,41,76.29970597,5,-1
28,23,65.63345521,2,0
49,33,64.43953465,3,-1
31,46,75.26484126,5,-1
36,54,79.26956812,5,-1
17,15,48.2431498,0,1
41,44,67.1527328,4,-1
9,20,71.33388342,1,1
27,37,37.11194559,2,1
32,55,64.70100018,3,-1
49,68,75.53268884,5,-1
35,34,71.48715422,4,-1
27,22,47.37474669,2,1
31,48,73.42800905,3,-1
23,22,45.67589342,2,1
18,32,45.15271752,2,1
41,48,65.37721888,3,-1
0,27,53.11352251,1,1
37,67,73.35781382,3,-1
30,27,61.15115178,1,1
27,25,38.21388748,1,1
40,83,77.46021674,4,-1
20,89,84.06738969,4,-1
41,82,84.7954137,5,-1
39,22,43.21193606,2,0
59,60,54.22157805,4,-1
30,49,74.85546776,4,-1
10,21,58.43260386,2,1
36,61,76.28012686,5,-1
40,49,77.63323697,5,-1
15,20,33.96861157,0,1
54,53,71.69566381,5,-1
17,28,44.74217225,2,1
46,77,84.09052844,4,-1
61,41,81.65611113,4,-1
41,60,71.7520158,4,-1
46,61,79.83220542,3,-1
30,74,83.38022045,5,-1
18,34,49.73484301,2,1
19,14,52.37509649,0,1
41,64,80.76036538,5,-1
59,64,74.79157318,3,-1
29,58,66.53194854,5,-1
48,53,63.54998143,5,-1
23,36,60.27777921,0,1
16,27,52.16902025,0,1
10,25,39.95346615,1,1
38,63,83.96565526,4,-1
34,41,55.38173538,2,1
21,11,30.14554348,2,1
24,28,52.94667827,1,1
24,28,57.77637145,0,1
28,54,75.08591063,4,-1
11,34,25.00183027,1,1
39,54,64.54910495,5,-1
21,19,69.38617565,0,1
20,33,48.51580923,1,1
20,39,37.73808333,1,1
23,36,26.88241978,1,1
10,52,5.682967843,0,1
43,75,74.35497415,5,-1
46,82,60.40640046,3,-1
48,65,80.57440867,4,-1
19,19,61.85551922,1,1
41,40,71.14711645,3,-1
43,50,95.28545482,4,-1
20,17,28.76320055,0,1
12,39,44.2460139,0,1
29,33,31.29837342,1,1
24,35,9.966033721,0,1
33,39,55.12531007,0,1
11,42,35.8035809,2,1
4,26,39.12219577,2,1
30,28,39.72104943,1,1
24,51,72.2877582,5,-1
22,42,76.96395418,5,-1
24,30,53.35294188,2,1
36,72,67.18360357,3,-1
11,22,83.45219959,2,1
31,34,19.23013876,2,1
47,61,73.61650627,5,-1
22,41,48.06500871,1,1
16,36,18.21841054,0,1
8,23,73.34745627,0,1
5,29,10.93902785,1,1
32,80,88.57250302,4,-1
26,50,77.24448559,4,-1
11,71,54.57813642,4,-1
23,26,50.45219878,0,1
21,34,69.27521197,3,-1
15,23,31.2213782,2,1
17,41,35.68386237,0,1
9,20,52.22307502,2,1
43,32,81.60999835,4,-1
56,32,73.08425064,4,-1
39,59,68.34326843,4,-1
28,29,50.27808023,1,1
25,25,65.78750699,1,1
23,57,67.31939753,3,-1
20,34,42.72243455,0,1
53,53,64.76981831,5,-1
47,82,82.79337977,3,-1
50,61,77.1850846,4,-1
26,42,53.66955066,0,1
47,48,73.55493896,3,-1
48,57,85.43876114,5,-1
25,38,32.9324578,2,1
35,12,73.44334316,4,-1
26,38,62.10067994,2,1
40,76,89.21216395,3,-1
41,46,70.04235353,5,-1
51,73,74.57105325,4,-1
26,52,69.82599057,4,-1
13,85,70.90052008,3,-1
13,35,28.50903262,1,1
14,26,26.96383819,0,1
29,38,53.16571046,2,1
40,52,70.36900849,5,-1
24,35,83.00684736,4,-1
38,38,63.13582826,4,-1
37,49,72.13805495,5,-1
22,27,47.99641906,0,1
34,45,70.65981925,3,-1
40,66,65.95827411,4,-1
34,54,65.32370343,3,-1
16,37,50.49884841,2,1
16,37,30.9246934,0,1
48,36,95.20585813,3,-1
11,31,26.64389544,2,1
41,61,59.53133722,4,-1
29,62,66.46057884,5,-1
39,42,81.53304996,4,-1
26,32,42.95824452,1,1
37,62,97.18838947,3,-1
17,24,37.94488305,0,1
21,30,36.69167033,2,1
26,71,78.93460955,3,-1
48,49,58.97460232,3,-1
48,35,63.55389642,4,-1
33,59,75.27069714,3,-1
25,18,44.21893226,2,1
20,50,63.47429201,2,0
50,59,68.02049977,5,-1
17,26,46.5938712,0,1
17,27,32.71357712,0,1
25,39,67.95042556,2,1
23,36,39.40437965,1,1
31,86,75.76720846,3,-1
12,16,64.8718423,2,1
24,52,76.89248709,5,-1
22,25,44.54300264,1,1
38,59,79.39853433,4,-1
2,24,44.80812923,2,1
41,56,71.03892482,3,-1
26,54,89.80968446,5,-1
25,34,40.01599979,0,1
29,53,61.30066205,3,-1
41,58,66.4531798,3,-1
21,14,23.8304485,2,1
7,45,38.98093668,0,1
23,24,65.84525136,1,1
52,73,77.59653406,4,-1
24,32,28.13324905,0,1
44,66,85.25812056,3,-1
61,49,55.81957175,5,-1
21,6,49.80737924,2,1
37,65,86.70311078,5,-1
60,41,64.4779392,4,-1
46,84,64.2864716,4,-1
16,13,69.87817299,2,1
27,33,62.40973691,0,1
28,35,45.8551271,2,1
31,54,83.81585314,3,-1
32,56,63.23522681,5,-1
26,36,44.51613892,0,1
44,43,70.14866376,4,-1
42,68,80.18621472,4,-1
29,30,47.33543063,2,1
30,20,35.62386207,2,1
23,27,59.29443561,1,1
27,30,56.45343273,0,1
11,26,48.58693158,1,1
18,26,33.5391629,1,1
31,49,16.12453791,0,1
20,47,58.01363925,1,1
20,14,48.06801283,2,1
47,89,62.36495282,5,-1
48,52,75.63373462,5,-1
19,64,91.58144677,5,-1
46,67,58.11895954,3,-1
11,16,63.06012708,1,1
36,29,38.09023673,2,1
20,33,51.39806922,2,1
27,31,45.13764521,1,1
28,29,47.77183666,1,1
3,44,56.81436544,2,1
18,28,35.12564243,1,1
39,46,81.31676181,5,-1
21,7,43.80229823,1,1
32,16,40.73695789,0,1
19,6,18.71314249,1,1
59,32,72.67973006,4,-1
36,49,76.27588247,4,-1
36,58,75.44515412,5,-1
30,83,77.40114147,3,-1
24,22,44.31748435,2,1
29,33,26.14514826,2,1
20,51,82.10361665,5,-1
47,70,90.02613825,4,-1
23,52,46.97580516,0,1
34,52,90.52867095,4,-1
22,45,58.93305564,0,1
42,45,71.10107027,5,-1
46,58,55.07734899,4,-1
31,24,29.34718225,2,1
21,40,51.9951204,1,1
32,65,73.94591211,4,-1
13,32,41.41611273,2,1
14,16,44.61988006,2,1
14,54,46.71233798,2,1
41,44,75.70153611,4,-1
32,61,69.72464099,4,-1
25,27,51.59203304,1,1
51,53,66.29683971,3,-1
46,66,64.53961387,4,-1
25,45,35.77358847,0,1
31,26,41.07818881,2,1
